"V1","V2","V3","V4","Class"
-2.4941,3.5447,-1.3721,-2.8483,2
-0.83121,0.039307,0.05369,-0.23105,2
-2.5665,-6.8824,7.5416,0.70774,2
-4.4018,-12.9371,15.6559,-1.6806,2
-3.7573,-8.2916,10.3032,0.38059,2
-2.4725,-0.40145,1.4855,1.1189,2
-1.9725,2.8825,-2.3086,-2.3724,2
-2.0149,3.6874,-1.9385,-3.8918,2
-0.82053,0.65181,-0.48869,-0.52716,2
-1.7886,-6.3486,5.6154,0.42584,2
-2.9138,-9.4711,9.7668,-0.60216,2
-1.8343,-6.5907,5.6429,0.54998,2
-0.8734,-0.033118,-0.20165,0.55774,2
-0.70346,2.957,-3.5947,-3.1457,2
-6.7387,6.9879,0.67833,-7.5887,2
-2.7723,3.2777,-0.9351,-3.1457,2
-1.6641,-1.3678,1.997,0.52283,2
-2.4349,-9.2497,8.9922,-0.50001,2
-3.793,-12.7095,12.7957,-2.825,2
-1.9551,-6.9756,5.5383,-0.12889,2
-0.69078,-0.50077,-0.35417,0.47498,2
0.025013,3.3998,-4.4327,-4.2655,2
-4.3967,4.9601,-0.64892,-5.4719,2
-2.456,-0.24418,1.4041,-0.45863,2
-2.62,-6.8555,6.2169,-0.62285,2
-2.9662,-10.3257,8.784,-2.1138,2
-0.71494,-4.4448,2.2241,0.49826,2
0.6005,0.99945,-2.2126,0.097399,2
0.61652,3.8944,-4.7275,-4.3948,2
-5.4414,7.2363,0.10938,-7.5642,2
-3.5798,0.45937,2.3457,-0.45734,2
-2.7769,-5.6967,5.9179,0.37671,2
-1.8356,-6.7562,5.0585,-0.55044,2
0.30081,0.17381,-1.7542,0.48921,2
1.3403,4.1323,-4.7018,-2.5987,2
0.26877,4.987,-5.1508,-6.3913,2
-6.5235,9.6014,-0.25392,-6.9642,2
-4.0679,2.4955,0.79571,-1.1039,2
-2.564,-1.7051,1.5026,0.32757,2
-1.3414,-1.9162,-0.15538,-0.11984,2
0.23874,2.0879,-3.3522,-0.66553,2
0.6212,3.6771,-4.0771,-2.0711,2
-0.77848,3.4019,-3.4859,-3.5569,2
-4.1244,3.7909,-0.6532,-4.1802,2
-7.0421,9.2,0.25933,-4.6832,2
-4.9462,3.5716,0.82742,-1.4957,2
-3.5359,0.30417,0.6569,-0.2957,2
-2.0662,0.16967,-1.0054,-0.82975,2
-0.88728,2.808,-3.1432,-1.2035,2
-1.0941,2.3072,-2.5237,-1.4453,2
-2.4458,1.6285,-0.88541,-1.4802,2
-3.551,1.8955,0.1865,-2.4409,2
-2.2811,-0.85669,2.7185,0.044382,2
-3.6053,-5.974,10.0916,-0.82846,2
-5.0676,-5.1877,10.4266,-0.86725,2
-3.9204,4.0723,-0.23678,-2.1151,2
-1.1306,1.8458,-1.3575,-1.3806,2
-2.4561,-4.5566,6.4534,-0.056479,2
-4.4775,-13.0303,17.0834,-3.0345,2
-4.1958,-8.1819,12.1291,-1.6017,2
-3.38,-0.7077,2.5325,0.71808,2
-2.4365,3.6026,-1.4166,-2.8948,2
-0.77688,0.13036,-0.031137,-0.35389,2
-2.7083,-6.8266,7.5339,0.59007,2
-4.5531,-12.5854,15.4417,-1.4983,2
-3.8894,-7.8322,9.8208,0.47498,2
-2.5084,-0.22763,1.488,1.2069,2
-2.1652,3.0211,-2.4132,-2.4241,2
-1.8974,3.5074,-1.7842,-3.8491,2
-0.62043,0.5587,-0.38587,-0.66423,2
-1.8387,-6.301,5.6506,0.19567,2
-3,-9.1566,9.5766,-0.73018,2
-1.9116,-6.1603,5.606,0.48533,2
-1.005,0.084831,-0.2462,0.45688,2
-0.87834,3.257,-3.6778,-3.2944,2
-6.651,6.7934,0.68604,-7.5887,2
-2.5463,3.1101,-0.83228,-3.0358,2
-1.4377,-1.432,2.1144,0.42067,2
-2.4554,-9.0407,8.862,-0.86983,2
-3.9411,-12.8792,13.0597,-3.3125,2
-2.1241,-6.8969,5.5992,-0.47156,2
-0.74324,-0.32902,-0.42785,0.23317,2
-0.071503,3.7412,-4.5415,-4.2526,2
-4.2333,4.9166,-0.49212,-5.3207,2
-2.3675,-0.43663,1.692,-0.43018,2
-2.5526,-7.3625,6.9255,-0.66811,2
-3.0986,-10.4602,8.9717,-2.3427,2
-0.89809,-4.4862,2.2009,0.50731,2
0.56232,1.0015,-2.2726,-0.006049,2
0.53936,3.8944,-4.8166,-4.3418,2
-5.3012,7.3915,0.029699,-7.3987,2
-3.3553,0.35591,2.6473,-0.37846,2
-2.7908,-5.7133,5.953,0.45946,2
-1.9983,-6.6072,4.8254,-0.41984,2
0.15423,0.11794,-1.6823,0.59524,2
1.208,4.0744,-4.7635,-2.6129,2
0.2952,4.8856,-5.149,-6.2323,2
-6.4247,9.5311,0.022844,-6.8517,2
-3.9933,2.6218,0.62863,-1.1595,2
-2.659,-1.6058,1.3647,0.16464,2
-1.4094,-2.1252,-0.10397,-0.19225,2
0.11032,1.9741,-3.3668,-0.65259,2
0.52374,3.644,-4.0746,-1.9909,2
-0.76794,3.4598,-3.4405,-3.4276,2
-3.9698,3.6812,-0.60008,-4.0133,2
-7.0364,9.2931,0.16594,-4.5396,2
-4.9447,3.3005,1.063,-1.444,2
-3.5933,0.22968,0.7126,-0.3332,2
-2.1674,0.12415,-1.0465,-0.86208,2
-0.9607,2.6963,-3.1226,-1.3121,2
-1.0802,2.1996,-2.5862,-1.2759,2
-2.3277,1.4381,-0.82114,-1.2862,2
-3.7244,1.9037,-0.035421,-2.5095,2
-2.5724,-0.95602,2.7073,-0.16639,2
-3.9297,-6.0816,10.0958,-1.0147,2
-5.2943,-5.1463,10.3332,-1.1181,2
-3.8953,4.0392,-0.3019,-2.1836,2
-1.2244,1.7485,-1.4801,-1.4181,2
-2.6406,-4.4159,5.983,-0.13924,2
-4.6338,-12.7509,16.7166,-3.2168,2
-4.2887,-7.8633,11.8387,-1.8978,2
-3.3458,-0.50491,2.6328,0.53705,2
-1.1188,3.3357,-1.3455,-1.9573,2
0.55939,-0.3104,0.18307,0.44653,2
-1.5078,-7.3191,7.8981,1.2289,2
-3.506,-12.5667,15.1606,-0.75216,2
-2.9498,-8.273,10.2646,1.1629,2
-1.6029,-0.38903,1.62,1.9103,2
-1.2667,2.8183,-2.426,-1.8862,2
-0.49281,3.0605,-1.8356,-2.834,2
0.66365,-0.045533,-0.18794,0.23447,2
-0.72068,-6.7583,5.8408,0.62369,2
-1.9966,-9.5001,9.682,-0.12889,2
-0.97325,-6.4168,5.6026,1.0323,2
-0.025314,-0.17383,-0.11339,1.2198,2
0.062525,2.9301,-3.5467,-2.6737,2
-5.525,6.3258,0.89768,-6.6241,2
-1.2943,2.6735,-0.84085,-2.0323,2
-0.24037,-1.7837,2.135,1.2418,2
-1.3968,-9.6698,9.4652,-0.34872,2
-2.9672,-13.2869,13.4727,-2.6271,2
-1.1005,-7.2508,6.0139,0.36895,2
0.22432,-0.52147,-0.40386,1.2017,2
0.90407,3.3708,-4.4987,-3.6965,2
-2.8619,4.5193,-0.58123,-4.2629,2
-1.0833,-0.31247,1.2815,0.41291,2
-1.5681,-7.2446,6.5537,-0.1276,2
-2.0545,-10.8679,9.4926,-1.4116,2
0.2346,-4.5152,2.1195,1.4448,2
1.581,0.86909,-2.3138,0.82412,2
1.5514,3.8013,-4.9143,-3.7483,2
-4.1479,7.1225,-0.083404,-6.4172,2
-2.2625,-0.099335,2.8127,0.48662,2
-1.7479,-5.823,5.8699,1.212,2
-0.95923,-6.7128,4.9857,0.32886,2
1.3451,0.23589,-1.8785,1.3258,2
2.2279,4.0951,-4.8037,-2.1112,2
1.2572,4.8731,-5.2861,-5.8741,2
-5.3857,9.1214,-0.41929,-5.9181,2
-2.9786,2.3445,0.52667,-0.40173,2
-1.5851,-2.1562,1.7082,0.9017,2
-0.21888,-2.2038,-0.0954,0.56421,2
1.3183,1.9017,-3.3111,0.065071,2
1.4896,3.4288,-4.0309,-1.4259,2
0.11592,3.2219,-3.4302,-2.8457,2
-3.3924,3.3564,-0.72004,-3.5233,2
-6.1632,8.7096,-0.21621,-3.6345,2
-4.0786,2.9239,0.87026,-0.65389,2
-2.5899,-0.3911,0.93452,0.42972,2
-1.0116,-0.19038,-0.90597,0.003003,2
0.066129,2.4914,-2.9401,-0.62156,2
-0.24745,1.9368,-2.4697,-0.80518,2
-1.5732,1.0636,-0.71232,-0.8388,2
-2.1668,1.5933,0.045122,-1.678,2
-1.1667,-1.4237,2.9241,0.66119,2
-2.8391,-6.63,10.4849,-0.42113,2
-4.5046,-5.8126,10.8867,-0.52846,2
-2.41,3.7433,-0.40215,-1.2953,2
0.40614,1.3492,-1.4501,-0.55949,2
-1.3887,-4.8773,6.4774,0.34179,2
-3.7503,-13.4586,17.5932,-2.7771,2
-3.5637,-8.3827,12.393,-1.2823,2
-2.5419,-0.65804,2.6842,1.1952,2
