"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
-1,1,-0.215639,-0.964286,0,-0.076923,-0.25,-0.982456,1,-1,-1,-1,-1,-0.712,-1
1,1,-0.58406,-0.854286,-1,-0.230769,-0.25,-0.859649,1,1,-0.910448,1,0,-0.63,-0.9888
1,1,-0.506165,-0.535714,0,0.846154,-0.25,-0.780702,1,1,-0.761194,-1,0,-0.67,-0.976
-1,1,0.145263,-0.854286,-1,-1,-1,-0.894737,-1,-1,-1,-1,0,-0.88,-0.99998
-1,-1,-0.661654,-0.214286,-1,-0.230769,-0.25,-0.684211,1,-1,-1,-1,0,-0.88,-1
-1,1,-0.521203,-0.946429,-1,0.076923,-0.25,-0.997193,-1,-1,-1,-1,0,-0.76,-1
1,-1,-0.400902,-0.973214,0,0.846154,-0.25,-0.973684,-1,-1,-1,-1,0,-0.7,-0.99912
1,1,-0.639098,-0.946429,0,0.076923,0,-0.982456,1,-1,-1,-1,0,-0.651,-0.99954
1,-1,-0.551278,-0.925714,0,0.076923,-0.25,-0.824561,1,1,-0.850746,1,0,-0.7,-0.9714
1,-1,-0.869774,-0.973214,1,0.846154,-1,-0.298246,-1,-1,-1,1,-1,-0.7,-1
1,1,-0.799399,-0.5,0,0.076923,-0.25,-0.885965,1,1,-0.910448,-1,0,-0.8,-0.97218
1,1,-0.887218,0.571429,1,-1,0.5,-1,-1,-1,-1,1,1,-0.55,1
-1,1,-0.869774,-0.517857,-1,-0.076923,-0.25,-0.997193,-1,-1,-1,-1,0,-0.86,-1
1,1,0.02015,-0.821429,0,-0.076923,0,-0.824561,1,1,-0.641791,1,0,-0.59,-0.9498
1,1,0.313383,-0.392857,0,0.384615,0.75,-0.508772,1,1,-0.910448,-1,0,-1,-1
1,1,-1,-0.714286,-1,0.230769,-0.25,-0.877193,1,1,-0.940299,1,0,-0.88,-0.98
1,1,-0.832181,-0.321429,0,0.538462,-0.25,-0.929825,1,-1,-1,1,0,-0.94,-0.992
-1,-1,-0.754286,-0.166786,0,-0.538462,0.75,-0.994035,-1,-1,-1,-1,0,-0.68,-0.9999
-1,1,-0.884812,-0.285714,0,0.230769,0.75,-0.988421,-1,1,-0.970149,-1,0,-0.88,-0.99998
-1,1,-0.366015,-0.821429,-1,0.230769,-0.25,-0.789474,-1,-1,-1,-1,-1,-0.8,-1
-1,1,-0.536241,-0.75,0,0.230769,-0.25,-0.754386,1,1,-0.910448,1,0,-0.671,-1
-1,1,-0.769323,-0.946429,-1,0.692308,0.5,-0.947368,-1,-1,-1,1,0,-0.868,-0.99996
-1,1,-0.867068,-0.267857,0,0.076923,0.75,-0.92386,-1,-1,-1,-1,0,-0.68,-0.99974
-1,1,-0.571429,-0.785714,0,0.230769,-0.25,-0.947368,-1,-1,-1,1,0,-0.7,-0.99866
1,-1,-0.035188,-0.25,0,0.538462,-0.25,-0.649123,1,1,-0.791045,1,0,-1,-1
-1,1,-0.729323,-0.178571,0,-0.692308,-0.25,-0.970877,-1,-1,-1,-1,0,-1,-1
-1,-1,-0.46406,-0.75,0,-0.846154,-0.25,-0.789474,1,-1,-1,1,0,-0.7,-1
1,-1,-0.799399,-0.464286,0,-0.538462,-0.25,-0.894737,1,1,-0.970149,-1,0,-0.84,-0.99532
1,-1,-0.774436,-0.833214,0,-0.692308,0,-0.964912,1,1,-0.880597,-1,-1,-0.92,-1
1,1,-0.611429,-0.696429,0,0.846154,-0.25,-0.698947,1,1,-0.970149,1,0,-0.88,-1
-1,-1,-0.591579,-0.881071,0,-1,-1,-1,-1,-1,-1,-1,0,-0.66,-0.99998
1,1,-0.14797,-0.925714,0,0.230769,-0.25,-0.649123,1,1,-0.820896,1,0,-0.5,-0.8
-1,-1,-0.864662,-0.285714,0,0.230769,-0.25,-0.929825,-1,1,-0.970149,-1,0,-0.88,-0.99998
-1,-1,-0.556391,-0.928571,0,0.538462,-0.25,-0.929825,1,1,-0.940299,1,0,-0.833,-0.99
1,-1,-0.766917,-0.571429,0,-0.230769,-0.25,-0.824561,1,1,-0.910448,-1,0,-0.92,-0.98164
1,1,-0.756993,-0.214286,0,1,-0.25,-0.979649,1,1,-0.820896,-1,0,-0.879,-1
-1,1,-0.754286,-0.964286,0,0.076923,-0.25,-0.991228,-1,-1,-1,-1,0,-0.64,-1
1,1,-0.430978,-0.357143,-1,0.230769,0.75,-0.631579,1,-1,-1,1,0,-0.846,-1
-1,-1,-0.050226,-0.928571,0,0.538462,-0.25,-0.991228,-1,-1,-1,1,0,-0.737,-1
-1,-1,-0.704361,-0.958214,-1,-1,-1,-0.991228,-1,-1,-1,-1,0,-0.88,-0.99826
-1,-1,-0.874587,-0.961429,0,0.076923,-0.25,-0.877193,-1,1,-0.970149,1,0,-0.92,-0.9999
-1,1,-0.421053,-0.821429,-1,0.230769,-0.25,-0.508772,-1,-1,-1,1,0,-0.72,-1
-1,-1,-0.731729,-0.976071,0,0.538462,-0.25,-0.947368,-1,-1,-1,-1,-1,-0.84,-1
-1,1,-0.370827,-0.922857,0,-0.076923,-0.25,-0.918246,-1,-1,-1,-1,-1,-0.972,-1
1,1,-0.521203,-0.898929,0,0.230769,0.75,-0.947368,1,1,-0.970149,-1,0,-0.76,-0.998
-1,1,-0.456241,-0.821429,0,-0.230769,-0.25,-0.473684,1,-1,-1,1,0,-0.477,-1
1,-1,-0.79188,-0.868929,0,0.538462,-0.25,-0.853684,1,1,-0.850746,-1,0,-0.78,-0.94994
-1,1,-0.398496,-0.803571,0,-0.692308,0,-1,-1,-1,-1,-1,0,-0.82,-1
1,1,-0.749474,-0.940714,0,0.076923,0.75,-0.84807,-1,-1,-1,1,0,-0.872,-1
1,-1,-0.348271,-0.142857,0,0.538462,0.75,-0.017544,1,1,-0.761194,-1,0,-1,-0.8682
1,1,-0.453534,-0.681429,0,0.846154,0.75,-0.57614,1,1,-0.910448,-1,0,-0.689,-0.994
-1,-1,-0.731729,-0.943571,0,-0.692308,-0.25,-0.994035,-1,-1,-1,-1,0,-0.856,-1
-1,1,-0.611429,0.041786,0,-0.692308,0,-1,-1,-1,-1,1,0,-0.822,-1
1,1,-0.090226,-0.857143,0,-0.076923,-0.25,-0.877193,1,1,-0.940299,1,0,-1,-0.9997
-1,1,-0.506165,-0.9225,-1,0.076923,-0.25,-0.997193,-1,-1,-1,-1,0,-0.83,-0.99642
-1,1,-0.278196,-0.5,0,0.538462,0.75,-0.192983,1,1,-0.791045,1,0,-0.7,-0.9999
-1,1,-0.89985,-0.993929,-1,0.076923,-0.25,-0.997193,-1,-1,-1,-1,0,-0.86,-0.98556
-1,1,0.065263,-0.836429,0,-1,-1,-0.979649,-1,-1,-1,-1,0,-0.8,-0.99994
-1,1,-0.724211,-0.987857,0,-0.076923,-0.25,-0.994035,-1,-1,-1,-1,-1,-1,-1
-1,-1,-0.366015,-0.910714,-1,-0.692308,0.75,-0.964912,-1,-1,-1,1,0,-0.84,-1
-1,1,-0.082707,-0.214286,-1,-0.846154,-0.25,-0.894737,1,-1,-1,-1,-1,-1,-1
1,1,0.37594,-0.803571,0,0.230769,-0.25,-0.877193,1,1,-0.850746,1,0,-0.94,-0.99884
1,1,-0.646617,-0.973214,0,-0.076923,-0.25,-0.982456,1,1,-0.910448,-1,0,-0.74,-0.69784
-1,-1,-0.163008,-0.925714,0,-0.230769,-0.25,-0.953333,-1,-1,-1,-1,0,-0.76,-0.99526
-1,1,0.077594,0.357143,0,-1,-1,-1,1,1,-0.970149,-1,0,-0.906,-1
-1,-1,-0.393384,-0.886786,-1,-1,-1,-1,1,-1,-1,-1,0,-0.68,-1
-1,1,-0.836993,-0.714286,-1,-0.692308,-0.25,-0.929825,-1,-1,-1,1,0,-0.64,-0.98
-1,-1,-0.676692,-0.8275,-1,0.076923,-0.25,-1,-1,-1,-1,-1,0,-0.88,-1
1,1,-0.71188,-0.892857,0,0.076923,0.75,-0.900702,1,-1,-1,-1,0,-0.578,-0.996
-1,1,0.666767,-0.357143,0,-1,-1,-0.719298,-1,1,-0.970149,-1,0,-0.93,-0.99988
1,1,0.02015,-0.979286,0,0.076923,0,0.052632,1,1,-0.402985,-1,0,-1,-0.7
-1,-1,-0.413534,-0.821429,-1,0.076923,-0.25,-0.824561,-1,-1,-1,1,0,-1,-0.99996
1,1,-0.112782,-0.785714,0,0.538462,0.75,-0.578947,1,1,-0.671642,-1,0,-0.92,-1
-1,1,-0.721805,-0.955357,-1,-0.230769,-0.25,-0.991228,1,-1,-1,-1,0,-0.82,-0.99998
-1,1,-0.368421,-0.821429,0,0.846154,0,-0.964912,-1,-1,-1,-1,0,-0.652,-1
1,1,0.28812,0.321429,0,-0.846154,0,0.052632,1,1,-0.492537,1,0,-1,-1
1,-1,-0.085113,-0.523929,0,0.538462,-0.25,-0.482456,1,1,-0.910448,1,0,-1,-1
1,-1,-0.080301,-1,0,0.076923,-0.25,-0.824561,1,-1,-1,-1,0,-1,-1
-1,1,-0.383459,-0.875,0,0.230769,0,-0.982456,1,-1,-1,1,0,-0.837,-1
-1,-1,-0.06015,-0.6725,0,-0.538462,0.75,-0.929825,-1,-1,-1,1,-1,-0.76,-1
-1,1,-0.493835,-0.806429,-1,-0.076923,-0.25,-0.991228,-1,-1,-1,1,-1,-0.92,-1
-1,1,-0.581353,-0.946429,0,0.538462,0.75,-0.988421,-1,-1,-1,1,0,-0.78,-0.99498
-1,1,-0.829474,-0.482143,0,-0.076923,-0.25,-0.997193,-1,1,-0.970149,-1,0,-0.9,-0.99998
1,-1,-0.170526,-0.928571,0,-0.692308,0,-0.842105,1,-1,-1,1,0,-1,-0.994
-1,-1,-0.706767,-0.892857,0,0.230769,-0.25,-0.938597,-1,-1,-1,1,0,-0.84,-1
1,1,-0.461053,-0.940714,0,1,-0.25,-0.906316,1,1,-0.761194,1,0,-0.697,-0.9342
1,-1,-0.877293,-0.214286,0,1,0.75,-0.929825,1,1,-0.671642,-1,0,-1,-0.94
-1,-1,-0.41594,-0.839286,-1,0.846154,-0.25,-0.754386,-1,-1,-1,1,0,-0.8,-0.99718
-1,-1,0.165414,-0.5,0,-0.230769,0.75,-0.789474,-1,-1,-1,-1,0,-1,-1
-1,-1,-0.649023,-0.919643,0,0.538462,-0.25,-0.909474,1,1,-0.940299,-1,0,-0.8,-1
-1,1,-0.193083,-0.892857,0,-0.692308,0,-1,-1,-1,-1,-1,-1,-0.7,-1
-1,1,-0.694135,-0.958214,-1,0.846154,0.75,-0.991228,-1,-1,-1,-1,0,-0.76,-0.99998
1,1,0.270677,-0.107143,0,-0.538462,0.75,-0.438597,1,-1,-1,1,0,-0.976,-0.95944
1,-1,-0.556391,-0.782857,-1,1,0.75,-0.821754,1,1,-0.970149,-1,0,-0.93,-1
1,1,-0.448722,-0.714286,0,-0.076923,-0.25,-0.824561,1,-1,-1,1,0,-0.64,-1
-1,1,-0.776842,-0.9375,-1,0.076923,0.75,-0.982456,-1,-1,-1,-1,0,-0.72,-0.99592
1,1,-0.385865,-0.345,0,0.076923,-0.25,-0.684211,1,1,-0.641791,1,0,-1,-0.99558
-1,1,-0.112782,0.800714,0,0.538462,0.75,-0.985263,1,1,-0.970149,-1,0,-0.24,-0.9982
1,-1,-0.263158,-0.571429,0,-0.538462,-0.25,-0.929825,1,-1,-1,1,0,-1,-1
1,1,-0.28812,-0.854286,0,0.230769,-0.25,-0.997193,1,-1,-1,1,0,-0.6,-0.884
-1,1,-0.516391,-0.854286,-1,1,0.75,-0.997193,-1,-1,-1,-1,0,-0.872,-0.99998
-1,1,-0.290827,-0.809643,0,0.846154,-0.25,-0.988421,-1,-1,-1,1,0,-1,-0.98998
1,1,-0.471278,0.392857,0,0.076923,-0.25,-0.508772,1,1,-0.522388,-1,0,-1,-0.9
-1,1,-0.328421,-0.818571,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-0.98
1,1,-0.796993,-0.8275,0,0.076923,-0.25,-0.859649,1,1,-0.671642,1,0,-0.8,-0.94
-1,1,0.005113,-0.583214,0,0.230769,-0.25,-0.614035,-1,-1,-1,-1,0,-0.535,-0.997
-1,1,-0.75188,-0.440357,-1,-0.692308,0,-0.988421,-1,-1,-1,1,0,-0.816,-1
1,1,-0.796993,-0.285714,-1,0.076923,-0.25,-0.824561,1,-1,-1,-1,-1,-0.96,-1
1,1,-0.363308,-0.821429,0,0.230769,-0.25,-1,1,-1,-1,1,0,-0.761,-0.996
-1,1,-0.689323,-0.9375,0,-0.076923,-0.25,-0.994035,-1,1,-0.880597,-1,0,-0.746,-0.961
1,1,-0.290827,-0.535714,0,-0.076923,0.75,-0.701754,1,1,-0.641791,1,0,-0.907,-1
-1,-1,-0.789474,-0.318571,0,-0.692308,-0.25,-0.997193,-1,-1,-1,-1,0,-0.8,-0.98
1,1,-0.310677,-0.767857,0,0.538462,0.75,-0.368421,1,-1,-1,1,0,-0.898,-0.98722
1,1,-0.734436,-0.282857,0,1,-0.25,-0.997193,1,1,-0.731343,-1,0,-0.94,-0.99208
1,-1,-0.60391,-0.035714,0,0.538462,0.75,-0.649123,1,1,-0.940299,-1,0,-1,-0.9
1,-1,-0.009925,-0.967143,0,0.846154,0.75,-0.970877,1,1,-0.671642,1,0,-0.56,-0.99988
-1,-1,0.155489,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
-1,1,-0.235489,-0.821429,-1,-0.692308,0.75,-0.298246,-1,-1,-1,1,-1,-0.8,-1
1,1,-0.235489,-0.883929,0,0.076923,-0.25,-0.894737,1,1,-0.701493,-1,0,-0.814,-0.906
-1,-1,-0.581353,-0.854286,0,0.230769,-0.25,-0.982456,-1,-1,-1,1,0,-0.82,-0.999
1,1,-0.836993,-0.321429,0,0.230769,-0.25,-0.894737,1,-1,-1,-1,0,-0.88,-0.95588
1,1,-0.225564,-0.696429,0,0.076923,0,-0.54386,1,1,-0.522388,-1,0,-0.883,-0.9758
-1,1,-0.318196,-0.946429,-1,-0.846154,-0.25,-0.958947,-1,-1,-1,-1,0,-0.76,-0.99994
1,1,-0.626466,-0.982143,0,-0.692308,0,-1,1,-1,-1,1,0,-1,-1
-1,1,-0.22797,-0.877857,-1,-0.076923,-0.25,-0.988421,-1,-1,-1,-1,-1,-0.6,-1
1,1,-0.152782,-0.97,0,0.076923,0.75,-0.985263,1,1,-0.820896,-1,0,-0.78,-0.98104
1,1,-0.77203,-0.464286,0,-0.230769,-0.25,-0.900702,1,1,-0.970149,-1,0,-0.92,-0.804
-1,-1,-0.809624,-0.910714,0,0.076923,-0.25,-1,-1,-1,-1,-1,0,-1,-1
-1,-1,-0.58406,-0.785714,0,-0.076923,-0.25,-0.804211,-1,1,-0.970149,1,0,-0.72,-0.9998
-1,1,-0.764511,-0.943571,-1,0.846154,-0.25,-0.953333,-1,-1,-1,-1,0,-0.84,-1
1,1,-0.56391,-0.633929,0,1,-0.25,-0.666667,1,1,-0.940299,-1,0,-0.58,-0.99986
-1,1,-0.60391,-0.839286,0,-0.692308,0,-0.964912,-1,-1,-1,1,0,-0.36,-0.92
1,-1,-0.859549,-0.339286,0,0.538462,-0.25,-0.915088,1,1,-0.880597,-1,0,-0.94,-0.9892
1,-1,-0.714286,-0.580357,0,0.538462,-0.25,-0.777544,1,1,-0.701493,-1,0,-0.88,-0.9951
-1,1,-0.704361,-0.872143,0,0.076923,-0.25,-0.962105,-1,-1,-1,1,0,-0.864,-0.99998
1,1,-0.561504,-0.642857,0,0.230769,-0.25,-0.22807,1,-1,-1,1,0,-0.93,-1
-1,1,-0.641504,-0.842143,-1,-0.230769,-0.25,-0.719298,1,-1,-1,-1,0,-0.812,-1
-1,-1,-0.553985,-0.881071,0,0.538462,-0.25,-0.830526,1,-1,-1,1,0,-0.56,-1
-1,1,-0.724211,-0.773929,-1,0.076923,-0.25,-0.988421,-1,-1,-1,-1,0,-0.84,-0.97884
-1,-1,-0.676692,-0.925714,-1,-1,-1,-0.964912,1,1,-0.910448,-1,0,-0.82,-0.99706
-1,1,-0.669173,-0.961429,0,-0.076923,-0.25,-0.929825,-1,-1,-1,1,0,-0.88,-0.99998
1,1,-0.451128,-0.875,-1,0.384615,0.75,-0.997193,1,-1,-1,1,0,-0.607,-1
-1,1,0.032481,-0.732143,0,-0.692308,0,-0.929825,-1,-1,-1,-1,0,-0.9,-0.99996
1,-1,-0.558797,-0.75,0,0.230769,-0.25,-0.941404,1,-1,-1,-1,-1,-0.72,-1
-1,1,-0.649023,-0.961429,0,0.230769,-0.25,-0.988421,-1,1,-0.970149,-1,0,-0.728,-0.99112
-1,1,-0.854737,-0.265,0,-1,-1,-0.970877,-1,-1,-1,-1,0,-0.92,-1
-1,1,-0.761805,-0.916786,-1,-0.538462,-0.25,-0.824561,1,1,-0.970149,-1,0,-0.82,-0.9996
-1,1,-0.674286,-0.910714,0,0.076923,-0.25,-0.982456,-1,-1,-1,-1,0,-0.89,-1
-1,1,-0.922406,-0.708214,0,-0.692308,0.75,-0.970877,-1,-1,-1,1,0,-0.88,-1
-1,1,-0.609023,-0.857143,0,-0.846154,-0.25,-0.947368,-1,-1,-1,1,0,-0.92,-1
1,1,0.035188,-0.75,0,-0.230769,-0.25,-0.754386,1,-1,-1,-1,-1,-0.77,-1
-1,1,-0.706767,-0.803571,0,-1,-1,-0.684211,-1,-1,-1,-1,0,-0.84,-0.9995
1,-1,-0.180451,-0.854286,-1,0.538462,0.75,-0.991228,1,1,-0.313433,1,0,-0.545,-0.97528
1,1,-0.35579,0.794643,0,1,0.75,-0.885965,1,1,-0.970149,1,0,-0.485,-0.99
-1,1,-0.699248,-0.142857,0,0.076923,-0.25,-0.853684,-1,-1,-1,-1,-1,-0.92,-1
-1,1,-0.85203,-0.642857,0,0.538462,-0.25,-0.973684,1,1,-0.940299,-1,0,-1,-0.99924
-1,1,-0.501353,-0.964286,0,-0.846154,0.75,-0.994035,-1,-1,-1,1,-1,-0.748,-1
-1,-1,-0.819549,-0.946429,0,0.076923,-0.25,-0.944211,1,1,-0.850746,1,0,-0.86,-0.9999
-1,1,-0.626466,-0.940357,0,0.846154,-0.25,-0.918246,-1,-1,-1,-1,0,-0.9,-1
-1,1,-0.548872,-0.892857,-1,0.076923,-0.25,-0.894737,1,-1,-1,1,0,-1,-0.9955
1,1,-0.551278,-0.333214,0,0.538462,0.75,-0.602456,1,1,-0.820896,-1,0,-0.619,-0.99664
1,1,-0.631579,-0.928571,0,0.538462,-0.25,-0.877193,1,-1,-1,1,0,-0.72,-1
-1,1,-0.706767,-0.773929,-1,-0.538462,-0.25,-0.970877,-1,1,-0.970149,1,0,-0.72,-0.9984
-1,1,-0.621654,-0.071429,0,0.384615,-0.75,-1,-1,-1,-1,1,0,-0.86,-0.9778
1,1,0.220451,-0.517857,0,0.076923,0.75,-0.81579,1,1,-0.671642,1,0,-1,-0.99432
-1,1,-0.46406,-0.973214,0,-0.846154,-0.25,-0.938597,1,-1,-1,1,-1,-0.072,-1
-1,-1,-0.654135,-0.107143,0,-0.846154,-0.25,-0.929825,-1,-1,-1,1,0,-0.82,-0.97876
1,1,-0.41594,-0.773929,-1,1,-0.25,-0.777895,1,1,-0.910448,1,0,-0.62,-1
-1,1,-0.225564,-0.883929,0,0.076923,-0.25,-0.894737,-1,-1,-1,-1,0,-1,-0.99368
-1,-1,-0.882105,-1,-1,-0.384615,-1,-1,-1,-1,-1,-1,0,-0.914,-1
1,1,-0.694135,-0.9525,0,0.076923,-0.25,-0.988421,-1,-1,-1,-1,0,-0.9,-1
1,1,-0.611429,-0.806429,-1,0.846154,-0.25,-0.631579,1,1,-0.970149,-1,0,-0.789,-1
-1,-1,-0.736842,-0.970357,0,-0.692308,-0.25,-0.976491,-1,-1,-1,1,-1,-0.856,-1
1,1,-0.212932,-0.961429,-1,-0.230769,-0.25,-0.964912,1,1,-0.910448,-1,0,-0.8,-0.98
1,-1,-0.629173,-0.381071,0,-0.230769,-0.25,-0.900702,1,-1,-1,-1,0,-0.84,-0.997
-1,1,-0.81203,-1,0,-0.846154,-0.25,-0.964912,-1,-1,-1,-1,0,-0.856,-1
-1,1,-0.46406,-0.714286,-1,-0.692308,-0.25,-0.994035,-1,-1,-1,1,0,-0.589,-1
-1,1,-0.609023,-0.678571,-1,0.076923,0,-0.824561,-1,-1,-1,-1,0,-0.8,-0.9758
-1,-1,-0.66406,-0.910714,0,-1,-1,-1,1,-1,-1,-1,0,-0.92,-1
-1,-1,-0.443609,-0.892857,0,0.076923,-0.25,-0.982456,-1,-1,-1,1,0,-0.628,-0.99756
-1,1,-0.882105,-0.681429,0,0.076923,-0.25,-0.982456,-1,-1,-1,-1,-1,-0.92,-1
1,-1,-0.278196,-0.607143,0,0.538462,-0.25,-0.991228,1,-1,-1,1,0,-0.772,-1
1,1,-0.731729,-0.818571,-1,0.076923,0.75,-0.818597,1,-1,-1,-1,0,-1,-1
-1,-1,-0.874587,-0.270714,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-0.999
1,1,-0.679098,-0.118929,0,0.538462,0.75,-0.888772,1,-1,-1,1,0,-0.88,-1
1,-1,-0.639098,-0.964286,0,0.076923,0.75,-0.938597,1,-1,-1,1,0,-0.509,-1
-1,1,-0.626466,-0.107143,-1,-0.538462,0.75,-0.912281,-1,-1,-1,1,0,-1,-0.99966
-1,-1,-0.729323,-0.559643,0,-0.230769,-0.25,-0.988421,-1,-1,-1,-1,0,-0.78,-0.98
-1,1,-0.721805,-0.946429,0,-0.076923,-0.25,-0.964912,1,-1,-1,1,-1,-0.68,-1
-1,1,-0.641504,-0.979286,-1,0.076923,-0.25,-0.894737,-1,-1,-1,1,0,-0.84,-1
1,1,0.047519,-0.985357,-1,-0.538462,-0.25,-0.982456,1,1,-0.671642,-1,0,-0.62,-0.94536
-1,1,-0.776842,-1,0,0.076923,-0.25,-0.964912,-1,-1,-1,1,-1,-1,-1
-1,1,-0.353384,0.178571,-1,0.076923,-0.25,-0.719298,1,-1,-1,-1,0,-0.92,-1
1,-1,-0.724211,-0.1725,0,0.846154,-0.25,-0.997193,1,-1,-1,-1,0,-0.92,-0.97302
-1,-1,0.035188,-0.904643,0,-0.692308,0.5,-0.976491,-1,-1,-1,-1,0,-1,-0.9976
1,1,-0.120301,-0.979286,-1,0.846154,0.75,-0.877193,1,1,-0.761194,-1,0,-0.9,-0.9925
1,1,-0.46406,-0.25,0,1,-0.25,-0.54386,1,-1,-1,-1,0,-1,-1
-1,1,-0.79188,-0.970357,0,0.076923,-0.25,-0.991228,-1,-1,-1,-1,0,-1,-0.99912
1,-1,-0.847218,-0.318571,0,-0.230769,-0.25,-0.994035,1,-1,-1,-1,0,-0.9,-1
1,-1,-0.588872,0.035714,0,1,0.75,-0.783509,1,1,-0.970149,-1,0,-0.88,-0.99978
1,1,-0.180451,-0.997143,0,0.384615,-0.25,-0.997193,-1,1,-0.970149,-1,-1,-0.44,-1
